Day	Total	1	2	3	4	5	6	2P
01/05/2015 08:25	1	0	0	0	0	0	0	1
02/05/2015 19:37	1	0	0	0	0	0	0	1
03/05/2015 09:21	1	1	0	0	0	0	0	0
03/05/2015 11:41	1	0	0	0	0	0	0	1
04/05/2015 11:06	1	0	0	0	0	0	0	1
04/05/2015 19:16	1	0	0	0	0	0	0	1
05/05/2015 11:15	1	0	0	0	0	0	0	1
05/05/2015 14:59	1	0	0	0	0	0	0	1
06/05/2015 13:45	1	0	1	0	0	0	0	0
06/05/2015 15:15	1	0	0	0	0	0	0	1
08/05/2015 09:53	1	0	0	0	0	0	0	1
08/05/2015 20:11	1	0	1	0	0	0	0	0
10/05/2015 07:05	1	1	0	0	0	0	0	0
10/05/2015 11:46	1	0	0	0	0	0	0	1
10/05/2015 12:43	1	0	0	0	0	0	0	1
11/05/2015 06:30	1	0	1	0	0	0	0	0
11/05/2015 18:47	1	0	0	0	0	0	0	1
12/05/2015 11:58	1	0	0	0	0	0	0	1
12/05/2015 12:57	1	0	0	0	0	0	0	1
12/05/2015 17:18	1	0	1	0	0	0	0	0
13/05/2015 08:26	1	0	0	0	0	0	0	1
13/05/2015 08:40	1	0	1	0	0	0	0	0
13/05/2015 10:16	1	0	0	0	0	0	0	1
13/05/2015 18:46	1	1	0	0	0	0	0	0
14/05/2015 09:42	1	1	0	0	0	0	0	0
15/05/2015 14:06	1	0	0	0	0	0	0	1
15/05/2015 19:35	1	0	0	0	0	0	0	1
16/05/2015 16:06	1	1	0	0	0	0	0	0
17/05/2015 10:01	1	1	0	0	0	0	0	0
20/05/2015 14:22	1	0	0	0	0	0	0	1
21/05/2015 06:12	1	0	0	1	0	0	0	0
21/05/2015 09:14	1	0	1	0	0	0	0	0
21/05/2015 12:29	1	0	0	0	0	0	0	1
23/05/2015 14:07	1	0	1	0	0	0	0	0
24/05/2015 08:12	1	1	0	0	0	0	0	0
24/05/2015 13:28	1	0	0	0	0	0	0	1
25/05/2015 14:06	1	0	0	0	0	0	0	1
25/05/2015 15:36	1	0	0	0	0	0	0	1
26/05/2015 08:46	1	1	0	0	0	0	0	0
27/05/2015 12:07	1	0	0	0	0	0	0	1
28/05/2015 11:56	1	0	0	0	0	0	0	1
28/05/2015 13:40	1	1	0	0	0	0	0	0
29/05/2015 16:54	1	0	0	0	0	0	0	1
30/05/2015 09:30	1	0	0	0	0	0	0	1
30/05/2015 18:02	1	0	0	0	0	0	0	1
31/05/2015 14:11	1	0	0	0	0	0	0	1
01/06/2015 15:25	1	1	0	0	0	0	0	0
01/06/2015 16:37	1	0	0	0	0	0	0	1
02/06/2015 08:05	1	0	0	0	0	0	0	1
02/06/2015 09:48	1	0	0	0	0	0	0	1
02/06/2015 11:46	1	0	1	0	0	0	0	0
02/06/2015 13:21	1	0	0	0	0	0	0	1
03/06/2015 12:11	1	1	0	0	0	0	0	0
03/06/2015 14:20	1	1	0	0	0	0	0	0
03/06/2015 15:39	1	0	0	0	0	0	0	1
03/06/2015 21:37	1	0	0	1	0	0	0	0
04/06/2015 09:41	1	0	0	0	0	0	0	1
05/06/2015 06:11	1	0	0	1	0	0	0	0
05/06/2015 13:34	1	0	0	0	0	0	0	1
05/06/2015 13:47	1	0	0	0	0	0	0	1
05/06/2015 14:26	1	0	0	0	0	0	0	1
05/06/2015 16:07	1	0	0	1	0	0	0	0
06/06/2015 07:05	1	0	0	0	0	0	0	1
06/06/2015 09:11	1	0	0	0	0	0	0	1
06/06/2015 09:24	1	1	0	0	0	0	0	0
06/06/2015 15:01	1	0	0	0	0	0	0	1
07/06/2015 14:39	1	0	1	0	0	0	0	0
07/06/2015 14:51	1	0	0	0	0	0	0	1
08/06/2015 10:13	1	1	0	0	0	0	0	0
08/06/2015 14:14	1	1	0	0	0	0	0	0
09/06/2015 22:13	1	0	0	0	0	0	0	1
09/06/2015 22:49	1	1	0	0	0	0	0	0
10/06/2015 11:50	1	1	0	0	0	0	0	0
10/06/2015 19:40	1	0	0	0	0	0	0	1
11/06/2015 07:16	1	0	0	1	0	0	0	0
11/06/2015 09:19	1	1	0	0	0	0	0	0
11/06/2015 11:50	1	0	0	0	0	0	0	1
12/06/2015 14:18	1	0	1	0	0	0	0	0
12/06/2015 15:36	1	0	0	0	0	0	0	1
12/06/2015 17:00	1	1	0	0	0	0	0	0
12/06/2015 17:50	1	0	1	0	0	0	0	0
