Day	Total	1	2	3	4	5	6	2P
14/05/2015 12:56	1	0	0	0	0	0	0	1
17/05/2015 15:34	1	0	0	0	0	0	0	1
19/05/2015 08:07	1	0	0	0	0	0	0	1
21/05/2015 07:17	1	0	0	0	0	0	0	1
22/05/2015 15:47	1	0	0	0	0	0	0	1
25/05/2015 11:54	1	0	0	0	0	0	0	1
26/05/2015 13:44	1	0	0	0	0	0	0	1
28/05/2015 07:47	1	0	0	0	0	0	0	1
29/05/2015 08:38	1	0	0	0	0	0	0	1
30/05/2015 16:50	1	0	0	0	0	0	0	1
31/05/2015 16:37	1	0	0	0	0	0	0	1
08/06/2015 17:02	1	0	0	0	0	0	0	1
13/06/2015 16:55	1	0	0	0	0	0	0	1
15/06/2015 15:34	1	0	0	0	0	0	0	1
23/06/2015 14:36	1	0	0	0	0	0	0	1
23/06/2015 18:42	1	0	0	0	0	0	0	1
23/06/2015 19:08	1	0	0	0	0	0	0	1
06/07/2015 13:21	1	0	0	0	0	0	0	1
10/07/2015 10:42	1	0	0	0	0	0	0	1
19/07/2015 15:26	1	0	0	0	0	0	0	1
19/07/2015 16:49	1	0	0	0	0	0	0	1
22/07/2015 13:31	1	0	0	0	0	0	0	1
26/07/2015 11:09	1	0	0	0	0	0	0	1
04/08/2015 18:27	1	0	0	0	0	0	0	1
04/08/2015 20:07	1	0	0	0	0	0	0	1
07/08/2015 15:34	1	0	0	0	0	0	0	1
17/08/2015 10:32	1	0	0	0	0	0	0	1
21/08/2015 11:57	1	0	0	0	0	0	0	1
24/08/2015 08:56	1	0	0	0	0	0	0	1
24/08/2015 09:43	1	0	0	0	0	0	0	1
29/08/2015 15:40	1	0	0	0	0	0	0	1
04/09/2015 16:01	1	0	0	0	0	0	0	1
05/09/2015 14:07	1	0	0	0	0	0	0	1
05/09/2015 15:04	1	0	0	0	0	0	0	1
13/09/2015 11:33	1	0	0	0	0	0	0	1
13/10/2015 11:23	1	0	0	0	0	0	0	1
13/10/2015 12:20	1	0	0	0	0	0	0	1
19/10/2015 10:51	1	0	0	0	0	0	0	1
19/10/2015 11:50	1	0	0	0	0	0	0	1
24/10/2015 16:56	1	0	0	0	0	0	0	1
28/10/2015 15:40	1	0	0	0	0	0	0	1
01/11/2015 09:40	1	0	0	0	0	0	0	1
02/11/2015 16:59	1	0	0	0	0	0	0	1
02/11/2015 17:17	1	0	0	0	0	0	0	1
05/11/2015 13:19	1	0	0	0	0	0	0	1
16/11/2015 08:25	1	0	0	0	0	0	0	1
16/11/2015 09:00	1	0	0	0	0	0	0	1
16/11/2015 10:17	1	0	0	0	0	0	0	1
21/11/2015 12:29	1	0	0	0	0	0	0	1
21/11/2015 13:24	1	0	0	0	0	0	0	1
22/11/2015 12:10	1	0	0	0	0	0	0	1
25/11/2015 10:35	1	0	0	0	0	0	0	1
25/11/2015 17:19	1	0	0	0	0	0	0	1
01/12/2015 12:37	1	0	0	0	0	0	0	1
01/12/2015 13:49	1	0	0	0	0	0	0	1
09/12/2015 12:41	1	0	0	0	0	0	0	1
09/12/2015 15:45	1	0	0	0	0	0	0	1
09/12/2015 16:19	1	0	0	0	0	0	0	1
10/12/2015 11:39	1	0	0	0	0	0	0	1
10/12/2015 12:41	1	0	0	0	0	0	0	1
13/12/2015 13:54	1	0	0	0	0	0	0	1
16/12/2015 09:35	1	0	0	0	0	0	0	1
16/12/2015 10:33	1	0	0	0	0	0	0	1
17/12/2015 10:09	1	0	0	0	0	0	0	1
19/12/2015 09:55	1	0	0	0	0	0	0	1
19/12/2015 10:12	1	0	0	0	0	0	0	1
19/12/2015 11:30	1	0	0	0	0	0	0	1
23/12/2015 14:30	1	0	0	0	0	0	0	1
29/12/2015 15:37	1	0	0	0	0	0	0	1
04/01/2016 08:46	1	0	0	0	0	0	0	1
10/01/2016 18:38	1	0	0	0	0	0	0	1
27/01/2016 09:02	1	0	0	0	0	0	0	1
27/01/2016 10:42	1	0	0	0	0	0	0	1
28/01/2016 18:46	1	0	0	0	0	0	0	1
03/02/2016 16:29	1	0	0	0	0	0	0	1
05/02/2016 17:03	1	0	0	0	0	0	0	1
05/02/2016 18:04	1	0	0	0	0	0	0	1
07/02/2016 19:04	1	0	0	0	0	0	0	1
13/02/2016 09:09	1	0	0	0	0	0	0	1
13/02/2016 11:05	1	0	0	0	0	0	0	1
21/02/2016 18:04	1	0	0	0	0	0	0	1
25/02/2016 09:53	1	0	0	0	0	0	0	1
25/02/2016 10:32	1	0	0	0	0	0	0	1
07/03/2016 18:20	1	0	0	0	0	0	0	1
09/03/2016 18:02	1	0	0	0	0	0	0	1
11/03/2016 16:55	1	0	0	0	0	0	0	1
11/03/2016 17:44	1	0	0	0	0	0	0	1
12/03/2016 14:09	1	0	0	0	0	0	0	1
13/03/2016 10:26	1	0	0	0	0	0	0	1
13/03/2016 11:23	1	0	0	0	0	0	0	1
14/03/2016 07:09	1	0	0	0	0	0	0	1
24/03/2016 15:36	1	0	0	0	0	0	0	1
01/04/2016 16:46	1	0	0	0	0	0	0	1
03/04/2016 12:28	1	0	0	0	0	0	0	1
05/04/2016 15:37	1	0	0	0	0	0	0	1
08/04/2016 08:34	1	0	0	0	0	0	0	1
17/04/2016 08:53	1	0	0	0	0	0	0	1
17/04/2016 09:46	1	0	0	0	0	0	0	1
17/04/2016 11:56	1	0	0	0	0	0	0	1
23/04/2016 10:44	1	0	0	0	0	0	0	1
24/04/2016 18:51	1	0	0	0	0	0	0	1
03/05/2016 19:38	1	0	0	0	0	0	0	1
04/05/2016 09:12	1	0	0	0	0	0	0	1
11/05/2016 11:52	1	0	0	0	0	0	0	1
18/05/2016 18:24	1	0	0	0	0	0	0	1
18/05/2016 19:12	1	0	0	0	0	0	0	1
19/05/2016 13:45	1	0	0	0	0	0	0	1
20/05/2016 17:35	1	0	0	0	0	0	0	1
20/05/2016 18:37	1	0	0	0	0	0	0	1
21/05/2016 12:21	1	0	0	0	0	0	0	1
29/05/2016 10:07	1	0	0	0	0	0	0	1
29/05/2016 12:55	1	0	0	0	0	0	0	1
29/05/2016 13:09	1	0	0	0	0	0	0	1
