Day	Total	1	2	3	4	5	6	2P
02/05/2015 20:33	1	0	0	0	0	0	0	1
02/05/2015 21:12	1	0	0	0	0	0	0	1
04/05/2015 17:21	1	0	0	0	0	0	0	1
06/05/2015 11:27	1	0	0	0	0	0	0	1
07/05/2015 19:56	1	0	0	0	0	0	0	1
08/05/2015 07:17	1	0	0	0	0	0	0	1
08/05/2015 08:03	1	0	0	0	0	0	0	1
09/05/2015 10:50	1	0	0	0	0	0	0	1
10/05/2015 13:19	1	0	0	0	0	0	0	1
10/05/2015 14:27	1	0	0	0	0	0	0	1
12/05/2015 13:07	1	0	0	0	0	0	0	1
12/05/2015 14:01	1	0	0	0	0	0	0	1
12/05/2015 14:22	1	0	0	0	0	0	0	1
12/05/2015 15:01	1	0	0	0	0	0	0	1
13/05/2015 17:50	1	0	0	0	0	0	0	1
15/05/2015 12:51	1	0	0	0	0	0	0	1
15/05/2015 14:26	1	0	0	0	0	0	0	1
15/05/2015 20:59	1	0	0	0	0	0	0	1
15/05/2015 21:21	1	0	0	0	0	0	0	1
19/05/2015 08:26	1	0	0	0	0	0	0	1
19/05/2015 09:05	1	0	0	0	0	0	0	1
20/05/2015 12:45	1	0	0	0	0	0	0	1
21/05/2015 09:51	1	0	0	0	0	0	0	1
22/05/2015 13:58	1	0	0	0	0	0	0	1
23/05/2015 17:37	1	0	0	0	0	0	0	1
25/05/2015 13:47	1	0	0	0	0	0	0	1
25/05/2015 15:56	1	0	0	0	0	0	0	1
26/05/2015 14:04	1	0	0	0	0	0	0	1
26/05/2015 15:01	1	0	0	0	0	0	0	1
26/05/2015 16:56	1	0	0	0	0	0	0	1
31/05/2015 15:40	1	0	0	0	0	0	0	1
01/06/2015 14:53	1	0	0	0	0	0	0	1
05/06/2015 12:19	1	0	0	0	0	0	0	1
05/06/2015 13:29	1	0	0	0	0	0	0	1
05/06/2015 15:35	1	0	0	0	0	0	0	1
05/06/2015 16:18	1	0	0	0	0	0	0	1
08/06/2015 15:31	1	0	0	0	0	0	0	1
08/06/2015 16:41	1	0	0	0	0	0	0	1
09/06/2015 19:41	1	0	0	0	0	0	0	1
09/06/2015 20:18	1	0	0	0	0	0	0	1
10/06/2015 17:42	1	0	0	0	0	0	0	1
10/06/2015 17:41	1	0	0	0	0	0	0	1
10/06/2015 18:33	1	0	0	0	0	0	0	1
11/06/2015 12:57	1	0	0	0	0	0	0	1
12/06/2015 16:38	1	0	0	0	0	0	0	1
12/06/2015 17:19	1	0	0	0	0	0	0	1
15/06/2015 07:50	1	0	0	0	0	0	0	1
15/06/2015 08:39	1	0	0	0	0	0	0	1
15/06/2015 09:44	1	0	0	0	0	0	0	1
16/06/2015 16:34	1	0	0	0	0	0	0	1
20/06/2015 18:55	1	0	0	0	0	0	0	1
20/06/2015 19:30	1	0	0	0	0	0	0	1
24/06/2015 08:48	1	0	0	0	0	0	0	1
25/06/2015 18:53	1	0	0	0	0	0	0	1
26/06/2015 18:08	1	0	0	0	0	0	0	1
28/06/2015 18:18	1	0	0	0	0	0	0	1
30/06/2015 12:49	1	0	0	0	0	0	0	1
01/07/2015 16:46	1	0	0	0	0	0	0	1
01/07/2015 17:50	1	0	0	0	0	0	0	1
02/07/2015 18:47	1	0	0	0	0	0	0	1
02/07/2015 19:41	1	0	0	0	0	0	0	1
04/07/2015 15:13	1	0	0	0	0	0	0	1
04/07/2015 16:59	1	0	0	0	0	0	0	1
04/07/2015 16:11	1	0	0	0	0	0	0	1
06/07/2015 13:57	1	0	0	0	0	0	0	1
10/07/2015 10:35	1	1	0	0	0	0	0	0
10/07/2015 10:36	3	3	0	0	0	0	0	0
10/07/2015 10:37	2	2	0	0	0	0	0	0
10/07/2015 11:45	1	0	0	0	0	0	0	1
10/07/2015 12:00	1	1	0	0	0	0	0	0
10/07/2015 13:56	1	1	0	0	0	0	0	0
10/07/2015 14:14	1	1	0	0	0	0	0	0
10/07/2015 14:36	1	1	0	0	0	0	0	0
10/07/2015 15:50	1	1	0	0	0	0	0	0
10/07/2015 16:21	1	1	0	0	0	0	0	0
11/07/2015 21:40	1	0	0	0	0	0	0	1
16/07/2015 15:50	1	0	0	0	0	0	0	1
21/07/2015 14:59	1	0	0	0	0	0	0	1
22/07/2015 17:36	1	0	0	0	0	0	0	1
22/07/2015 18:05	1	0	0	0	0	0	0	1
25/07/2015 17:52	1	0	0	0	0	0	0	1
25/07/2015 18:30	1	0	0	0	0	0	0	1
26/07/2015 12:49	1	0	0	0	0	0	0	1
26/07/2015 19:26	1	0	0	0	0	0	0	1
27/07/2015 07:55	1	0	0	0	0	0	0	1
27/07/2015 08:36	1	0	0	0	0	0	0	1
07/08/2015 15:58	1	0	0	0	0	0	0	1
07/08/2015 16:57	1	0	0	0	0	0	0	1
08/08/2015 13:33	1	0	0	0	0	0	0	1
08/08/2015 14:23	1	0	0	0	0	0	0	1
10/08/2015 15:28	1	0	0	0	0	0	0	1
11/08/2015 08:47	1	0	0	0	0	0	0	1
11/08/2015 09:24	1	0	0	0	0	0	0	1
